# CoolDownList.tab — 3510 data rows, 11 columns
# source: C:\Users\Zhibin Ren\Desktop\reborn-netcode\proof\netcode\mode_juejing\pak_out2\CoolDownList.tab
# header: ID | Duration | MinDuration | note | Usage | MaxCount | MaxDuration | CanBackup | MaxOverDraftCount | CanAccelerate | NeedSyncOB

Duration: min=0.0625 max=99999999 distinct=139 top=[(30, 419), (10, 283), (20, 204), (1, 196), (5, 181), (60, 172), (0.5, 167), (15, 149)]
MinDuration: min=0 max=99999999 distinct=139 top=[(30, 418), (10, 280), (20, 202), (1, 189), (5, 180), (60, 171), (0.5, 168), (15, 149)]
Usage: distinct=53 counts={0: 319, 1: 58, 2: 77, 3: 84, 4: 83, 5: 85, 6: 48, 7: 49, 8: 63, 9: 110, 10: 89, 11: 207, 12: 186, 13: 329, 14: 4, 15: 2, 16: 1, 20: 45, 21: 3, 24: 13, 25: 53, 29: 1, 30: 74, 31: 18, 38: 29, 42: 102, 44: 5, 46: 317, 48: 1, 49: 4, 59: 37, 61: 8, 62: 13, 64: 77, 65: 12, 66: 2, 68: 58, 69: 94, 70: 18, 71: 79, 72: 14, 73: 56, 74: 77, 75: 36, 76: 48, 78: 70, 79: 123, 80: 25, 82: 35, 83: 28, 84: 90, 85: 32, 86: 17}
MaxCount: distinct=6 counts={1: 3223, 2: 142, 3: 62, 4: 3, 5: 5, 8: 2}
MaxDuration: min=0.0625 max=99999999 distinct=140 top=[(30, 420), (10, 282), (20, 205), (1, 194), (5, 181), (60, 171), (0.5, 166), (15, 149)]
CanBackup: distinct=2 counts={0: 560, 1: 2328}
MaxOverDraftCount: distinct=5 counts={0: 3458, 2: 15, 3: 12, 4: 3, 6: 1}
CanAccelerate: distinct=2 counts={0: 1464, 1: 2041}
NeedSyncOB: distinct=2 counts={0: 2549, 1: 837}

CanBackup != 0        : 2328 / 3510
MaxOverDraftCount != 0: 31 / 3510
CanAccelerate != 0    : 2041 / 3510
NeedSyncOB != 0       : 837 / 3510

Usage histogram: {0: 319, 1: 58, 2: 77, 3: 84, 4: 83, 5: 85, 6: 48, 7: 49, 8: 63, 9: 110, 10: 89, 11: 207, 12: 186, 13: 329, 14: 4, 15: 2, 16: 1, 20: 45, 21: 3, 24: 13, 25: 53, 29: 1, 30: 74, 31: 18, 38: 29, 42: 102, 44: 5, 46: 317, 48: 1, 49: 4, 59: 37, 61: 8, 62: 13, 64: 77, 65: 12, 66: 2, 68: 58, 69: 94, 70: 18, 71: 79, 72: 14, 73: 56, 74: 77, 75: 36, 76: 48, 78: 70, 79: 123, 80: 25, 82: 35, 83: 28, 84: 90, 85: 32, 86: 17, None: 2}

## rows with MaxOverDraftCount > 0 (charge/overdraft system), first 30
600	8	8	龙跃于渊	7	1	8	1	2	1	1
1074	10	10	冰凝姿态调息时间	71	1	10	1	4	1	0
1075	10	10	雪意姿态调息时间	71	1	10	1	4	1	0
1076	10	10	风体姿态调息时间	71	1	10	1	4	1	0
1080	3	3	大刀状态崩雪潮	71	1	3	1	3	1	0
1081	3	3	大刀状态绝沧海	71	1	3	1	3	1	0
1111	20	20	割据秦宫调息时间	71	1	20	1	3	1	1
1113	40	40	封渊震煞调息时间	71	1	40	1	3	1	1
1114	45	45	散流霞调息时间	71	1	45	1	3	1	1
1116	8	8	大刀绝云逐电调息时间	71	1	8	1	3	1	0
1117	16	16	大刀雷走风切调息时间	71	1	16	1	3	1	1
1118	20	20	大刀踏宴扬旗调息时间	71	1	20	1	3	1	1
1123	10	10	大刀踏宴扬旗调息减半	71	1	10	1	3	1	0
1157	9	9	破釜沉舟变透支	71	1	9	1	2	1	1
1602	37	37	坐忘无我透支	3	1	37	1	2	1	1
1696	77	77	疾如风透支	1	1	77	1	2	1	1
1828	68	68	透支千蝶	9	1	68	1	2	1	1
1897	45	45	封渊震煞45秒	71	1	45	1	2	1	1
1979	14	14	化蛟醉斩	71	1	14	1	2	1	1
2113	20	20	霸刀吸人技能CD	71	1	20	1	3	1	1
2115	8	8	挂雨赤芍温香透支	78	1	8	1	3	1	1
2618	20	20	走墙透支	71	1	20	1	2	1	1
2651	8	8	霸刀斩无常六层透支	71	1	8	1	6	1	0
2907	15	15	圣手透支cd	9	1	15	1	2	1	1
2925	10	10	风尽浮生CD	82	1	10	1	2	1	0
3104	90	90	杯水留影透支	69	1	90	1	2	1	1
3110	40	40	龙啸透支	7	1	40	1	2	1	1
3263	18	18	剑冲透支CD	3	1	18	1	2	1	1
3276	35	35	双生绿野蔓生	78	1	35	1	2	1	1
3323	10	10	乱洒透支	2	1	10	1	2	1	1

## rows with CanAccelerate != 0, first 20
2	5	5	纯阳_乌龟饲料	3	1	5	1	0	1	0
4	20	20	少林普渡棍法之拈花献佛CD	5	1	20	1	0	1	0
5	30	30	少林洗髓经佛光普照CD	5	1	30	1	0	1	0
6	30	30	少林易筋经金刚护体CD	5	1	30	1	0	1	0
8	0.5	0.5	江湖_普通攻击	11	1	0.5		0	1	0
12	10	10	江湖_二段跳CD	11	1	10		0	1	0
14	5	5	江湖_回风扫叶	11	1	5		0	1	0
15	15	15	新手特殊技能CD1	11	1	15		0	1	0
17	20	20	新手特殊技能CD2	11	1	20		0	1	0
18	60	60	万花自封经脉技能CD	2	1	60	1	0	1	0
19	60	60	万花大小截穴技能CD	2	1	60	1	0	1	0
20	120	120	万花强化经脉技能	2	1	120	1	0	1	0
