source	name
symbols_KPlayerClient.txt	KPlayerClient::DoApplyBFPlayerTeamGroupIDInfo
symbols_KPlayerClient.txt	KPlayerClient::DoApplyBFRoleData
symbols_KPlayerClient.txt	KPlayerClient::DoApplyBFRoleWeekData
symbols_KPlayerClient.txt	KPlayerClient::DoCancelSyncBattlefieldCompetitorSkillCDStateRequest
symbols_KPlayerClient.txt	KPlayerClient::DoCastHoardSkill
symbols_KPlayerClient.txt	KPlayerClient::DoCastProfessionSkill
symbols_KPlayerClient.txt	KPlayerClient::DoCharacterSkill
symbols_KPlayerClient.txt	KPlayerClient::DoComfirmEnterQueueMap
symbols_KPlayerClient.txt	KPlayerClient::DoGetBFRankRequest
symbols_KPlayerClient.txt	KPlayerClient::DoJoinArenaVisitorQueueRequest
symbols_KPlayerClient.txt	KPlayerClient::DoLeaveArenaVisitorQueueRequest
symbols_KPlayerClient.txt	KPlayerClient::DoLeaveMapQueue
symbols_KPlayerClient.txt	KPlayerClient::DoPlayerReviveRequest
symbols_KPlayerClient.txt	KPlayerClient::DoStartHoardSkill
symbols_KPlayerClient.txt	KPlayerClient::DoSyncBattlefieldCompetitorSkillCDStateRequest
symbols_KPlayerClient.txt	KPlayerClient::DoSyncBattlefieldCompetitorsListRequest
symbols_KPlayerClient.txt	KPlayerClient::DoSyncOBCompetitorSkillList
symbols_KPlayerClient.txt	KPlayerClient::OnAccelerateCDTimer
symbols_KPlayerClient.txt	KPlayerClient::OnArenaNotify
symbols_KPlayerClient.txt	KPlayerClient::OnBeginProxySkillList
symbols_KPlayerClient.txt	KPlayerClient::OnBroadcastCharacterLife
symbols_KPlayerClient.txt	KPlayerClient::OnBroadcastKillInfo
symbols_KPlayerClient.txt	KPlayerClient::OnCampPlantCommanderInfoRespond
symbols_KPlayerClient.txt	KPlayerClient::OnCampPlantExploitRespond
symbols_KPlayerClient.txt	KPlayerClient::OnCampPlantInstructionRespond
symbols_KPlayerClient.txt	KPlayerClient::OnCampPlantOBGlobalDataRespond
symbols_KPlayerClient.txt	KPlayerClient::OnCampPlantOBListDataRespond
symbols_KPlayerClient.txt	KPlayerClient::OnChangeImmunityCastIDNotify
symbols_KPlayerClient.txt	KPlayerClient::OnChangeMultiImmunityCastIDNotify
symbols_KPlayerClient.txt	KPlayerClient::OnCharacterDeath
symbols_KPlayerClient.txt	KPlayerClient::OnClearProxySkillList
symbols_KPlayerClient.txt	KPlayerClient::OnCoolDownOverDraftNotify
symbols_KPlayerClient.txt	KPlayerClient::OnCreateArenaRoomRespond
symbols_KPlayerClient.txt	KPlayerClient::OnCreateBattlefieldRoomRespond
symbols_KPlayerClient.txt	KPlayerClient::OnEndProxySkillList
symbols_KPlayerClient.txt	KPlayerClient::OnForceStartBattleFieldChaosFightRespond
symbols_KPlayerClient.txt	KPlayerClient::OnGetBFRankRespond
symbols_KPlayerClient.txt	KPlayerClient::OnPVEDamageStatNotify
symbols_KPlayerClient.txt	KPlayerClient::OnPauseBuffTimer
symbols_KPlayerClient.txt	KPlayerClient::OnPauseCDTimer
symbols_KPlayerClient.txt	KPlayerClient::OnPointChainSkillEffect
symbols_KPlayerClient.txt	KPlayerClient::OnResetCooldown
symbols_KPlayerClient.txt	KPlayerClient::OnSetBattleFieldSide
symbols_KPlayerClient.txt	KPlayerClient::OnSetCamp
symbols_KPlayerClient.txt	KPlayerClient::OnSetForce
symbols_KPlayerClient.txt	KPlayerClient::OnSkillBeatBack
symbols_KPlayerClient.txt	KPlayerClient::OnSkillCast
symbols_KPlayerClient.txt	KPlayerClient::OnSkillChainEffect
symbols_KPlayerClient.txt	KPlayerClient::OnSkillChannel
symbols_KPlayerClient.txt	KPlayerClient::OnSkillEffectResult
symbols_KPlayerClient.txt	KPlayerClient::OnSkillPrepare
symbols_KPlayerClient.txt	KPlayerClient::OnSkillRayEffect
symbols_KPlayerClient.txt	KPlayerClient::OnStartHoardSkill
symbols_KPlayerClient.txt	KPlayerClient::OnSyncArenaCompetitorCDState
symbols_KPlayerClient.txt	KPlayerClient::OnSyncArenaCompetitorList
symbols_KPlayerClient.txt	KPlayerClient::OnSyncArenaLevel
symbols_KPlayerClient.txt	KPlayerClient::OnSyncArenaPlayerList
symbols_KPlayerClient.txt	KPlayerClient::OnSyncArenaStatistics
symbols_KPlayerClient.txt	KPlayerClient::OnSyncArenaVisitorCount
symbols_KPlayerClient.txt	KPlayerClient::OnSyncBFRoleData
symbols_KPlayerClient.txt	KPlayerClient::OnSyncBaseInfoFromBattlefieldCompetitorList
symbols_KPlayerClient.txt	KPlayerClient::OnSyncBattleStatFlag
symbols_KPlayerClient.txt	KPlayerClient::OnSyncBattlefieldCompetitorBuffList
symbols_KPlayerClient.txt	KPlayerClient::OnSyncBattlefieldCompetitorCDState
symbols_KPlayerClient.txt	KPlayerClient::OnSyncBehitRepresent
symbols_KPlayerClient.txt	KPlayerClient::OnSyncBuffList
symbols_KPlayerClient.txt	KPlayerClient::OnSyncBuffSingle
symbols_KPlayerClient.txt	KPlayerClient::OnSyncCampInfo
symbols_KPlayerClient.txt	KPlayerClient::OnSyncFightflagList
symbols_KPlayerClient.txt	KPlayerClient::OnSyncForceId
symbols_KPlayerClient.txt	KPlayerClient::OnSyncMoveCtrl
symbols_KPlayerClient.txt	KPlayerClient::OnSyncMoveParam
symbols_KPlayerClient.txt	KPlayerClient::OnSyncMoveState
symbols_KPlayerClient.txt	KPlayerClient::OnSyncPKState
symbols_KPlayerClient.txt	KPlayerClient::OnSyncPlayerOperationMask
symbols_KPlayerClient.txt	KPlayerClient::OnSyncPlayerStateInfo
symbols_KPlayerClient.txt	KPlayerClient::OnSyncProxySkillInfo
symbols_KPlayerClient.txt	KPlayerClient::OnSyncRelationAllEnemyExceptTeam
symbols_KPlayerClient.txt	KPlayerClient::OnSyncSceneCampTypeToPlayer
symbols_KPlayerClient.txt	KPlayerClient::OnSyncSceneKillersSet
symbols_KPlayerClient.txt	KPlayerClient::OnSyncSelfCurrentLMRS
symbols_KPlayerClient.txt	KPlayerClient::OnSyncSelfCurrentST
symbols_KPlayerClient.txt	KPlayerClient::OnSyncSelfCurrentSprintPower
symbols_KPlayerClient.txt	KPlayerClient::OnSyncStealthCharacter
symbols_KPlayerClient.txt	KPlayerClient::OnSyncTargetOutputDamage
symbols_KPlayerClient.txt	KPlayerClient::OnSyncVariableInfoFromBattlefieldCompetitorList
symbols_JX3LogicEditOperation_net.txt	?AUIProtocolReplayer@@
symbols_JX3LogicEditOperation_net.txt	?AVKProtocolReplayer@@
symbols_JX3LogicEditOperation_net.txt	CancelSyncBattlefieldCompetitorSkillCDState
symbols_JX3LogicEditOperation_net.txt	DoCancelSyncBattlefieldCompetitorSkillCDStateRequest
symbols_JX3LogicEditOperation_net.txt	DoSyncBattlefieldCompetitorSkillCDStateRequest
symbols_JX3LogicEditOperation_net.txt	DoSyncBattlefieldCompetitorsListRequest
symbols_JX3LogicEditOperation_net.txt	DoSyncOBCompetitorSkillList
symbols_JX3LogicEditOperation_net.txt	KProtocolReplayer
symbols_JX3LogicEditOperation_net.txt	LuaCancelSyncBattlefieldCompetitorSkillCDState
symbols_JX3LogicEditOperation_net.txt	OnAccelerateCDTimer
symbols_JX3LogicEditOperation_net.txt	OnPauseBuffTimer
symbols_JX3LogicEditOperation_net.txt	OnPauseCDTimer
symbols_JX3LogicEditOperation_net.txt	OnSyncArenaCompetitorBaseData
symbols_JX3LogicEditOperation_net.txt	OnSyncArenaCompetitorCDState
symbols_JX3LogicEditOperation_net.txt	OnSyncArenaCompetitorEquipBoxInfo
symbols_JX3LogicEditOperation_net.txt	OnSyncArenaCompetitorList
symbols_JX3LogicEditOperation_net.txt	OnSyncArenaCompetitorState
symbols_JX3LogicEditOperation_net.txt	OnSyncArenaCompetitorTalentData
symbols_JX3LogicEditOperation_net.txt	OnSyncArenaLevel
symbols_JX3LogicEditOperation_net.txt	OnSyncArenaNewCompetitor
symbols_JX3LogicEditOperation_net.txt	OnSyncArenaPlayerList
symbols_JX3LogicEditOperation_net.txt	OnSyncArenaStatistics
symbols_JX3LogicEditOperation_net.txt	OnSyncArenaVisitorCount
symbols_JX3LogicEditOperation_net.txt	OnSyncBFRoleData
symbols_JX3LogicEditOperation_net.txt	OnSyncBaseInfoFromBattlefieldCompetitorList
symbols_JX3LogicEditOperation_net.txt	OnSyncBattleStatFlag
symbols_JX3LogicEditOperation_net.txt	OnSyncBattlefieldCompetitorBuffList
symbols_JX3LogicEditOperation_net.txt	OnSyncBattlefieldCompetitorCDState
symbols_JX3LogicEditOperation_net.txt	OnSyncBattlefieldStatistics
symbols_JX3LogicEditOperation_net.txt	OnSyncBehitRepresent
symbols_JX3LogicEditOperation_net.txt	OnSyncBuffList
symbols_JX3LogicEditOperation_net.txt	OnSyncBuffSingle
symbols_JX3LogicEditOperation_net.txt	OnSyncCampInfo
symbols_JX3LogicEditOperation_net.txt	OnSyncFightflagList
symbols_JX3LogicEditOperation_net.txt	OnSyncForceId
symbols_JX3LogicEditOperation_net.txt	OnSyncMapQueueInfo
symbols_JX3LogicEditOperation_net.txt	OnSyncMoveCtrl
symbols_JX3LogicEditOperation_net.txt	OnSyncMoveParam
symbols_JX3LogicEditOperation_net.txt	OnSyncMoveState
symbols_JX3LogicEditOperation_net.txt	OnSyncPKState
symbols_JX3LogicEditOperation_net.txt	OnSyncPlayerOperationMask
symbols_JX3LogicEditOperation_net.txt	OnSyncPlayerStateInfo
symbols_JX3LogicEditOperation_net.txt	OnSyncProxySkillInfo
symbols_JX3LogicEditOperation_net.txt	OnSyncRelationAllEnemyExceptTeam
symbols_JX3LogicEditOperation_net.txt	OnSyncSceneCampTypeToPlayer
symbols_JX3LogicEditOperation_net.txt	OnSyncSceneKillersSet
symbols_JX3LogicEditOperation_net.txt	OnSyncSelfCurrentLMRS
symbols_JX3LogicEditOperation_net.txt	OnSyncSelfCurrentST
symbols_JX3LogicEditOperation_net.txt	OnSyncSelfCurrentSprintPower
symbols_JX3LogicEditOperation_net.txt	OnSyncStealthCharacter
symbols_JX3LogicEditOperation_net.txt	OnSyncTargetOutputDamage
symbols_JX3LogicEditOperation_net.txt	OnSyncVariableInfoFromBattlefieldCompetitorList
battlefield_api_symbols.txt	CancelSyncBattlefieldCompetitorSkillCDState
battlefield_api_symbols.txt	DoCancelSyncBattlefieldCompetitorSkillCDStateRequest
battlefield_api_symbols.txt	DoSyncBattlefieldCompetitorSkillCDStateRequest
battlefield_api_symbols.txt	DoSyncBattlefieldCompetitorsListRequest
battlefield_api_symbols.txt	DoSyncOBCompetitorSkillList
battlefield_api_symbols.txt	LuaCancelSyncBattlefieldCompetitorSkillCDState
battlefield_api_symbols.txt	OnSyncArenaCompetitorBaseData
battlefield_api_symbols.txt	OnSyncArenaCompetitorCDState
battlefield_api_symbols.txt	OnSyncArenaCompetitorEquipBoxInfo
battlefield_api_symbols.txt	OnSyncArenaCompetitorList
battlefield_api_symbols.txt	OnSyncArenaCompetitorState
battlefield_api_symbols.txt	OnSyncArenaCompetitorTalentData
battlefield_api_symbols.txt	OnSyncArenaLevel
battlefield_api_symbols.txt	OnSyncArenaNewCompetitor
battlefield_api_symbols.txt	OnSyncArenaPlayerList
battlefield_api_symbols.txt	OnSyncArenaStatistics
battlefield_api_symbols.txt	OnSyncArenaVisitorCount
battlefield_api_symbols.txt	OnSyncBFRoleData
battlefield_api_symbols.txt	OnSyncBaseInfoFromBattlefieldCompetitorList
battlefield_api_symbols.txt	OnSyncBattleStatFlag
battlefield_api_symbols.txt	OnSyncBattlefieldCompetitorBuffList
battlefield_api_symbols.txt	OnSyncBattlefieldCompetitorCDState
battlefield_api_symbols.txt	OnSyncBattlefieldStatistics
battlefield_api_symbols.txt	OnSyncMapQueueInfo
battlefield_api_symbols.txt	OnSyncVariableInfoFromBattlefieldCompetitorList
battlefield_api_symbols.txt	BF_QUEUE_COUNTDOWN_BUFF
battlefield_api_symbols.txt	CancelSyncBattlefieldCompetitorSkillCDState
battlefield_api_symbols.txt	DoApplyBFPlayerTeamGroupIDInfo
battlefield_api_symbols.txt	DoApplyBFRoleData
battlefield_api_symbols.txt	DoApplyBFRoleWeekData
battlefield_api_symbols.txt	DoCancelSyncBattlefieldCompetitorSkillCDStateRequest
battlefield_api_symbols.txt	DoComfirmEnterQueueMap
battlefield_api_symbols.txt	DoGetBFRankRequest
battlefield_api_symbols.txt	DoJoinArenaVisitorQueueRequest
battlefield_api_symbols.txt	DoLeaveArenaVisitorQueueRequest
battlefield_api_symbols.txt	DoLeaveMapQueue
battlefield_api_symbols.txt	DoQueryMapQueueInfo
battlefield_api_symbols.txt	DoSyncBattlefieldCompetitorSkillCDStateRequest
battlefield_api_symbols.txt	DoSyncBattlefieldCompetitorsListRequest
battlefield_api_symbols.txt	DoSyncOBCompetitorSkillList
battlefield_api_symbols.txt	GetAllBFPlayerTeamGroupID
battlefield_api_symbols.txt	GetBattlefieldPlayersPosInfo
battlefield_api_symbols.txt	KBattlefieldCache
battlefield_api_symbols.txt	LuaCancelSyncBattlefieldCompetitorSkillCDState
battlefield_api_symbols.txt	LuaGetAllBFPlayerTeamGroupID
battlefield_api_symbols.txt	OnArenaEnd
battlefield_api_symbols.txt	OnArenaNotify
battlefield_api_symbols.txt	OnArenaVideoStart
battlefield_api_symbols.txt	OnCompetitorSkillOTActionState
battlefield_api_symbols.txt	OnCreateArenaRoomRespond
battlefield_api_symbols.txt	OnCreateBattlefieldRoomRespond
battlefield_api_symbols.txt	OnForceStartBattleFieldChaosFightRespond
battlefield_api_symbols.txt	OnGetBFRankRespond
battlefield_api_symbols.txt	OnSetBattleFieldSide
battlefield_api_symbols.txt	OnSyncArenaCompetitorBaseData
battlefield_api_symbols.txt	OnSyncArenaCompetitorCDState
battlefield_api_symbols.txt	OnSyncArenaCompetitorEquipBoxInfo
battlefield_api_symbols.txt	OnSyncArenaCompetitorList
battlefield_api_symbols.txt	OnSyncArenaCompetitorState
battlefield_api_symbols.txt	OnSyncArenaCompetitorTalentData
battlefield_api_symbols.txt	OnSyncArenaLevel
battlefield_api_symbols.txt	OnSyncArenaNewCompetitor
battlefield_api_symbols.txt	OnSyncArenaPlayerList
battlefield_api_symbols.txt	OnSyncArenaStatistics
battlefield_api_symbols.txt	OnSyncArenaVisitorCount
battlefield_api_symbols.txt	OnSyncBFRoleData
battlefield_api_symbols.txt	OnSyncBaseInfoFromBattlefieldCompetitorList
battlefield_api_symbols.txt	OnSyncBattleStatFlag
battlefield_api_symbols.txt	OnSyncBattlefieldCompetitorBuffList
battlefield_api_symbols.txt	OnSyncBattlefieldCompetitorCDState
battlefield_api_symbols.txt	OnSyncBattlefieldStatistics
battlefield_api_symbols.txt	OnSyncMapQueueInfo
battlefield_api_symbols.txt	OnSyncVariableInfoFromBattlefieldCompetitorList
battlefield_api_symbols.txt	RecordCompetitorSkillOTActionState
battlefield_api_symbols.txt	m_BattlefieldCompetitorInfoMap
mode_load_symbols.txt	ApplyThreatRankListCoolDownID
mode_load_symbols.txt	DoGetBFRankRequest
mode_load_symbols.txt	DoPlayerReviveRequest
mode_load_symbols.txt	OnGetBFRankRespond
mode_load_symbols.txt	CancelSyncBattlefieldCompetitorSkillCDState
mode_load_symbols.txt	DoCancelSyncBattlefieldCompetitorSkillCDStateRequest
mode_load_symbols.txt	DoSyncBattlefieldCompetitorSkillCDStateRequest
mode_load_symbols.txt	DoSyncBattlefieldCompetitorsListRequest
mode_load_symbols.txt	DoUpdateBattlefieldSide
mode_load_symbols.txt	GetBattlefieldCompetitor
mode_load_symbols.txt	GetBattlefieldCompetitorsList
mode_load_symbols.txt	GetBattlefieldPlayersPosInfo
mode_load_symbols.txt	IsBattlefield
mode_load_symbols.txt	JoinBattleFieldQueue
mode_load_symbols.txt	KBattlefieldCache
mode_load_symbols.txt	LeaveBattleField
mode_load_symbols.txt	LeaveBattleFieldQueue
mode_load_symbols.txt	LuaCancelSyncBattlefieldCompetitorSkillCDState
mode_load_symbols.txt	LuaGetBattlefieldCompetitor
mode_load_symbols.txt	LuaGetBattlefieldCompetitorsList
mode_load_symbols.txt	LuaJoinBattleFieldQueue
mode_load_symbols.txt	LuaLeaveBattleField
mode_load_symbols.txt	LuaLeaveBattleFieldQueue
mode_load_symbols.txt	OnCreateBattlefieldRoomRespond
mode_load_symbols.txt	OnForceStartBattleFieldChaosFightRespond
mode_load_symbols.txt	OnSetBattleFieldSide
mode_load_symbols.txt	OnSyncBaseInfoFromBattlefieldCompetitorList
mode_load_symbols.txt	OnSyncBattlefieldCompetitorBuffList
mode_load_symbols.txt	OnSyncBattlefieldCompetitorCDState
mode_load_symbols.txt	OnSyncBattlefieldStatistics
mode_load_symbols.txt	OnSyncVariableInfoFromBattlefieldCompetitorList
mode_load_symbols.txt	SetBattleFieldSide
mode_load_symbols.txt	m_BattlefieldCompetitorInfoMap
mode_load_symbols.txt	AVKRecorderSceneLoaderReplay
mode_load_symbols.txt	KRecorderSceneLoaderReplay
mode_load_symbols.txt	ApplyThreatRankListCoolDownID
mode_load_symbols.txt	DoGetBFRankRequest
mode_load_symbols.txt	DoPlayerReviveRequest
mode_load_symbols.txt	CancelSyncBattlefieldCompetitorSkillCDState
mode_load_symbols.txt	DoCancelSyncBattlefieldCompetitorSkillCDStateRequest
mode_load_symbols.txt	DoSyncBattlefieldCompetitorSkillCDStateRequest
mode_load_symbols.txt	DoSyncBattlefieldCompetitorsListRequest
mode_load_symbols.txt	GetBattlefieldCompetitor
mode_load_symbols.txt	GetBattlefieldCompetitorsList
mode_load_symbols.txt	GetBattlefieldPlayersPosInfo
mode_load_symbols.txt	IsBattlefield
mode_load_symbols.txt	JoinBattleFieldQueue
mode_load_symbols.txt	KBattlefieldCache
mode_load_symbols.txt	LeaveBattleField
mode_load_symbols.txt	LeaveBattleFieldQueue
mode_load_symbols.txt	LuaCancelSyncBattlefieldCompetitorSkillCDState
mode_load_symbols.txt	LuaGetBattlefieldCompetitor
mode_load_symbols.txt	LuaGetBattlefieldCompetitorsList
mode_load_symbols.txt	LuaJoinBattleFieldQueue
mode_load_symbols.txt	LuaLeaveBattleField
mode_load_symbols.txt	LuaLeaveBattleFieldQueue
mode_load_symbols.txt	OnCreateBattlefieldRoomRespond
mode_load_symbols.txt	OnForceStartBattleFieldChaosFightRespond
mode_load_symbols.txt	OnSetBattleFieldSide
mode_load_symbols.txt	OnSyncBaseInfoFromBattlefieldCompetitorList
mode_load_symbols.txt	OnSyncBattlefieldCompetitorBuffList
mode_load_symbols.txt	OnSyncBattlefieldCompetitorCDState
mode_load_symbols.txt	OnSyncBattlefieldStatistics
mode_load_symbols.txt	OnSyncVariableInfoFromBattlefieldCompetitorList
mode_load_symbols.txt	SetBattleFieldSide
mode_load_symbols.txt	m_BattlefieldCompetitorInfoMap
mode_load_symbols.txt	AVKRecorderSceneLoaderReplay
mode_load_symbols.txt	KRecorderSceneLoaderReplay
