ID	Name	Useage	FunctionType	AppendType	DetachType	BuffType	Level	Intensity	IsStackable	MaxStackNum	Count	Interval	Exclude	GlobalExclude	UniqueTarget	CanCancel	IsCountable	DecayType	MoveStateMask	MapBanMask	CanAccumulate	MapInvalidMask	IsCombatBuff	MinInterval	MoveStateMask2	MaxInterval	ActiveCoefficient	CanBeSteal	NeedSync	CanTransfer	CostSingleStack	Coexist	IsIntensityStackable	ScriptFile
101	绛栧垝榛樿椤?闈炵▼搴忛粯璁よ)	0	Normal	101	0	Invalid	1	1	0	1	1	0	1	1	0	1		-1	3758030846	0	0	0		0	63	0	1	0	1						1:ON_STAND|2:ON_WALK|3:ON_RUN|4:ON_JUMP|5:ON_SWIM_JUMP|6:ON_SWIM|7:ON_FLOAT|8:ON_SIT|9:ON_KNOCKED_DOWN|10:ON_KNOCKED_BACK|11:ON_KNOCKED_OFF|12:ON_SPRINT_BREAK|13:ON_SPRINT_DASH|14:ON_SPRINT_KICK|15:ON_SPRINT_FLASH|17:ON_SKILL_MOVE_DST|18:ON_SKILL_MOVE_TAIL|19:ON_SKILL_MOVE_DEATH|20:ON_HALT|21:ON_FREEZE|22:ON_ENTRAP|23:ON_AUTO_FLY|24:ON_DEATH|25:ON_DASH|26:ON_PULL|27:ON_REPULSED|28:ON_RISE|30:ON_START_AUTO_FLY|31:ON_FLY	0|1|2|3|4|5
103	鎵撳潗	11		103	0		1	1	0	1	1	0	1	0	0	1			256					0	56	0	1	0	1						8:ON_SIT	3|4|5
104	娴韩	0		104	0		1	1	0	1	1	80	1	0	0	1			4294967294					80	63	80	1	0	1						1:ON_STAND|2:ON_WALK|3:ON_RUN|4:ON_JUMP|5:ON_SWIM_JUMP|6:ON_SWIM|7:ON_FLOAT|8:ON_SIT|9:ON_KNOCKED_DOWN|10:ON_KNOCKED_BACK|11:ON_KNOCKED_OFF|12:ON_SPRINT_BREAK|13:ON_SPRINT_DASH|14:ON_SPRINT_KICK|15:ON_SPRINT_FLASH|16:ON_SKILL_MOVE_SRC|17:ON_SKILL_MOVE_DST|18:ON_SKILL_MOVE_TAIL|19:ON_SKILL_MOVE_DEATH|20:ON_HALT|21:ON_FREEZE|22:ON_ENTRAP|23:ON_AUTO_FLY|24:ON_DEATH|25:ON_DASH|26:ON_PULL|27:ON_REPULSED|28:ON_RISE|29:ON_SKID|30:ON_START_AUTO_FLY|31:ON_FLY	0|1|2|3|4|5
104	娴韩	0	Normal	104	0	Invalid	2	1	0	1	1	80	1	0	0	1		-1	4294967294					80	63	80	1	0	1						1:ON_STAND|2:ON_WALK|3:ON_RUN|4:ON_JUMP|5:ON_SWIM_JUMP|6:ON_SWIM|7:ON_FLOAT|8:ON_SIT|9:ON_KNOCKED_DOWN|10:ON_KNOCKED_BACK|11:ON_KNOCKED_OFF|12:ON_SPRINT_BREAK|13:ON_SPRINT_DASH|14:ON_SPRINT_KICK|15:ON_SPRINT_FLASH|16:ON_SKILL_MOVE_SRC|17:ON_SKILL_MOVE_DST|18:ON_SKILL_MOVE_TAIL|19:ON_SKILL_MOVE_DEATH|20:ON_HALT|21:ON_FREEZE|22:ON_ENTRAP|23:ON_AUTO_FLY|24:ON_DEATH|25:ON_DASH|26:ON_PULL|27:ON_REPULSED|28:ON_RISE|29:ON_SKID|30:ON_START_AUTO_FLY|31:ON_FLY	0|1|2|3|4|5
106	鍔犻€?13		106	0		1	1	0	1	1	480	1	0	0	1			4294967294					480	63	480	1	0	1						1:ON_STAND|2:ON_WALK|3:ON_RUN|4:ON_JUMP|5:ON_SWIM_JUMP|6:ON_SWIM|7:ON_FLOAT|8:ON_SIT|9:ON_KNOCKED_DOWN|10:ON_KNOCKED_BACK|11:ON_KNOCKED_OFF|12:ON_SPRINT_BREAK|13:ON_SPRINT_DASH|14:ON_SPRINT_KICK|15:ON_SPRINT_FLASH|16:ON_SKILL_MOVE_SRC|17:ON_SKILL_MOVE_DST|18:ON_SKILL_MOVE_TAIL|19:ON_SKILL_MOVE_DEATH|20:ON_HALT|21:ON_FREEZE|22:ON_ENTRAP|23:ON_AUTO_FLY|24:ON_DEATH|25:ON_DASH|26:ON_PULL|27:ON_REPULSED|28:ON_RISE|29:ON_SKID|30:ON_START_AUTO_FLY|31:ON_FLY	0|1|2|3|4|5
139	鎵舵憞鐩翠笂	3		208	5		1	6	0	1	1	480	1	1	0	1			1610547150					480	60	480	1	0	1						1:ON_STAND|2:ON_WALK|3:ON_RUN|6:ON_SWIM|7:ON_FLOAT|8:ON_SIT|9:ON_KNOCKED_DOWN|10:ON_KNOCKED_BACK|11:ON_KNOCKED_OFF|12:ON_SPRINT_BREAK|13:ON_SPRINT_DASH|14:ON_SPRINT_KICK|15:ON_SPRINT_FLASH|17:ON_SKILL_MOVE_DST|18:ON_SKILL_MOVE_TAIL|19:ON_SKILL_MOVE_DEATH|20:ON_HALT|21:ON_FREEZE|22:ON_ENTRAP|23:ON_AUTO_FLY|24:ON_DEATH|25:ON_DASH|26:ON_PULL|27:ON_REPULSED|28:ON_RISE|30:ON_START_AUTO_FLY	2|3|4|5
139	鎵舵憞鐩翠笂	3		208	5		2	7	0	1	1	480	1	1	0	1			1610547150					480	60	480	1	0	1						1:ON_STAND|2:ON_WALK|3:ON_RUN|6:ON_SWIM|7:ON_FLOAT|8:ON_SIT|9:ON_KNOCKED_DOWN|10:ON_KNOCKED_BACK|11:ON_KNOCKED_OFF|12:ON_SPRINT_BREAK|13:ON_SPRINT_DASH|14:ON_SPRINT_KICK|15:ON_SPRINT_FLASH|17:ON_SKILL_MOVE_DST|18:ON_SKILL_MOVE_TAIL|19:ON_SKILL_MOVE_DEATH|20:ON_HALT|21:ON_FREEZE|22:ON_ENTRAP|23:ON_AUTO_FLY|24:ON_DEATH|25:ON_DASH|26:ON_PULL|27:ON_REPULSED|28:ON_RISE|30:ON_START_AUTO_FLY	2|3|4|5
139	鎵舵憞鐩翠笂	3		208	5		3	8	0	1	1	480	1	1	0	1			1610547150					480	60	480	1	0	1						1:ON_STAND|2:ON_WALK|3:ON_RUN|6:ON_SWIM|7:ON_FLOAT|8:ON_SIT|9:ON_KNOCKED_DOWN|10:ON_KNOCKED_BACK|11:ON_KNOCKED_OFF|12:ON_SPRINT_BREAK|13:ON_SPRINT_DASH|14:ON_SPRINT_KICK|15:ON_SPRINT_FLASH|17:ON_SKILL_MOVE_DST|18:ON_SKILL_MOVE_TAIL|19:ON_SKILL_MOVE_DEATH|20:ON_HALT|21:ON_FREEZE|22:ON_ENTRAP|23:ON_AUTO_FLY|24:ON_DEATH|25:ON_DASH|26:ON_PULL|27:ON_REPULSED|28:ON_RISE|30:ON_START_AUTO_FLY	2|3|4|5
139	鎵舵憞鐩翠笂	3		208	5		4	9	0	1	1	480	1	1	0	1			1610547150					480	60	480	1	0	1						1:ON_STAND|2:ON_WALK|3:ON_RUN|6:ON_SWIM|7:ON_FLOAT|8:ON_SIT|9:ON_KNOCKED_DOWN|10:ON_KNOCKED_BACK|11:ON_KNOCKED_OFF|12:ON_SPRINT_BREAK|13:ON_SPRINT_DASH|14:ON_SPRINT_KICK|15:ON_SPRINT_FLASH|17:ON_SKILL_MOVE_DST|18:ON_SKILL_MOVE_TAIL|19:ON_SKILL_MOVE_DEATH|20:ON_HALT|21:ON_FREEZE|22:ON_ENTRAP|23:ON_AUTO_FLY|24:ON_DEATH|25:ON_DASH|26:ON_PULL|27:ON_REPULSED|28:ON_RISE|30:ON_START_AUTO_FLY	2|3|4|5
139	鎵舵憞鐩翠笂	3		208	5		5	10	0	1	1	480	1	1	0	1			1610547150					480	60	480	1	0	1						1:ON_STAND|2:ON_WALK|3:ON_RUN|6:ON_SWIM|7:ON_FLOAT|8:ON_SIT|9:ON_KNOCKED_DOWN|10:ON_KNOCKED_BACK|11:ON_KNOCKED_OFF|12:ON_SPRINT_BREAK|13:ON_SPRINT_DASH|14:ON_SPRINT_KICK|15:ON_SPRINT_FLASH|17:ON_SKILL_MOVE_DST|18:ON_SKILL_MOVE_TAIL|19:ON_SKILL_MOVE_DEATH|20:ON_HALT|21:ON_FREEZE|22:ON_ENTRAP|23:ON_AUTO_FLY|24:ON_DEATH|25:ON_DASH|26:ON_PULL|27:ON_REPULSED|28:ON_RISE|30:ON_START_AUTO_FLY	2|3|4|5
139	鎵舵憞鐩翠笂	3		208	5		6	11	0	1	1	480	1	1	0	1			1610547150					480	60	480	1	0	1						1:ON_STAND|2:ON_WALK|3:ON_RUN|6:ON_SWIM|7:ON_FLOAT|8:ON_SIT|9:ON_KNOCKED_DOWN|10:ON_KNOCKED_BACK|11:ON_KNOCKED_OFF|12:ON_SPRINT_BREAK|13:ON_SPRINT_DASH|14:ON_SPRINT_KICK|15:ON_SPRINT_FLASH|17:ON_SKILL_MOVE_DST|18:ON_SKILL_MOVE_TAIL|19:ON_SKILL_MOVE_DEATH|20:ON_HALT|21:ON_FREEZE|22:ON_ENTRAP|23:ON_AUTO_FLY|24:ON_DEATH|25:ON_DASH|26:ON_PULL|27:ON_REPULSED|28:ON_RISE|30:ON_START_AUTO_FLY	2|3|4|5
139	鎵舵憞鐩翠笂	3		208	5		7	11	0	1	1	480	1	1	0	1			1610547150					480	60	480	1	0	1						1:ON_STAND|2:ON_WALK|3:ON_RUN|6:ON_SWIM|7:ON_FLOAT|8:ON_SIT|9:ON_KNOCKED_DOWN|10:ON_KNOCKED_BACK|11:ON_KNOCKED_OFF|12:ON_SPRINT_BREAK|13:ON_SPRINT_DASH|14:ON_SPRINT_KICK|15:ON_SPRINT_FLASH|17:ON_SKILL_MOVE_DST|18:ON_SKILL_MOVE_TAIL|19:ON_SKILL_MOVE_DEATH|20:ON_HALT|21:ON_FREEZE|22:ON_ENTRAP|23:ON_AUTO_FLY|24:ON_DEATH|25:ON_DASH|26:ON_PULL|27:ON_REPULSED|28:ON_RISE|30:ON_START_AUTO_FLY	2|3|4|5
