ID	Name	Useage	FunctionType	AppendType	DetachType	BuffType	Level	Intensity	IsStackable	MaxStackNum	Count	Interval	Exclude	GlobalExclude	UniqueTarget	CanCancel	IsCountable	DecayType	MoveStateMask	MapBanMask	CanAccumulate	MapInvalidMask	IsCombatBuff	MinInterval	MoveStateMask2	MaxInterval	ActiveCoefficient	CanBeSteal	NeedSync	CanTransfer	CostSingleStack	Coexist	IsIntensityStackable	ScriptFile
103	打坐	11		103	0		1	1	0	1	1	0	1	0	0	1			256					0	56	0	1	0	1					
104	浮身	0		104	0		1	1	0	1	1	80	1	0	0	1			4294967294					80	63	80	1	0	1					
104	浮身	0	Normal	104	0	Invalid	2	1	0	1	1	80	1	0	0	1		-1	4294967294					80	63	80	1	0	1					
122	春泥护花	2	ResistDamage	2251	5		1	28	1	8	1	320	1	1	0	1	1		3757998078					320	63	320	1	1	1					万花/非弹梦春泥消失.lua
122	春泥护花	2	ResistDamage	2251	5		2	30	1	8	1	320	1	1	0	1	1		3757998078					320	63	320	1	1	1					万花/非弹梦春泥消失.lua
122	春泥护花	2	ResistDamage	2251	5		3	32	1	8	1	320	1	1	0	1	1		3757998078					320	63	320	1	1	1					万花/非弹梦春泥消失.lua
122	春泥护花	2	ResistDamage	2251	5		4	34	1	8	1	320	1	1	0	1	1		3757998078					320	63	320	1	1	1					万花/非弹梦春泥消失.lua
122	春泥护花	2	ResistDamage	2251	5		5	36	1	8	1	320	1	1	0	1	1		3757998078					320	63	320	1	1	1					万花/非弹梦春泥消失.lua
122	春泥护花	2	ResistDamage	2251	5		6	38	1	8	1	320	1	1	0	1	1		3757998078					320	63	320	1	1	1					万花/非弹梦春泥消失.lua
122	春泥护花	2	ResistDamage	2251	5		7	55	1	8	1	320	1	1	0	1	1		3757998078					320	63	320	1	1	1					万花/非弹梦春泥消失.lua
203	天策-啸如虎-傲血战意	1		203	0		1	2	0	1	5	32	1	0	0	1			3758030846					32	63	32	1	0	1					天策\虎加护盾.lua
203	天策-啸如虎-傲血战意	1		203	0		2	3	0	1	5	32	1	0	0	1			3758030846					32	63	32	1	0	1					天策\虎加护盾.lua
203	天策-啸如虎-傲血战意	1		203	0		3	4	0	1	5	32	1	0	0	1			3758030846					32	63	32	1	0	1					天策\虎加护盾.lua
203	天策-啸如虎-傲血战意	1		203	0		4	5	0	1	5	32	1	0	0	1			3758030846					32	63	32	1	0	1					天策\虎加护盾.lua
203	天策-啸如虎-傲血战意	1		203	0		5	6	0	1	5	32	1	0	0	1			3758030846					32	63	32	1	0	1					天策\虎加护盾.lua
203	天策-啸如虎-傲血战意	1		203	0		6	7	0	1	1	160	1	0	0	1			3758030846					160	63	160	1	0	1					
418	绷带Debuff	15	Damage	418	0		1	1	1	1	1	160	1	1	0	0			4294967294					160	63	160	1	0	1					
556	七星拱瑞	3	Halt	4	0		1	400	0	1	1	16	1	1	1	0		3	1405100032					16	60	16	1	0	1	0				
556	七星拱瑞	3	Halt	4	0		2	480	0	1	1	16	1	1	1	0		3	1405100032					16	60	16	1	0	1	0				
556	七星拱瑞	3	Halt	4	0		3	560	0	1	1	16	1	1	1	0		3	1405100032					16	60	16	1	0	1	0				
556	七星拱瑞	3	Halt	4	0		4	640	0	1	1	16	1	1	1	0		3	1405100032					16	60	16	1	0	1	0				
556	七星拱瑞	3	Halt	4	0		5	720	0	1	1	16	1	1	1	0		3	1405100032					16	60	16	1	0	1	0				
631	握针	2	Hot	631	5		1	1	0	1	6	48	0	1	0	1			3758030846					1	63	48	1	1	1					万花/握针完整跳后恢复墨意.lua
631	握针	2	Hot	631	5		2	2	0	1	6	48	0	1	0	1			3758030846					1	63	48	1	1	1					万花/握针完整跳后恢复墨意.lua
631	握针	2	Hot	631	5		3	3	0	1	6	48	0	1	0	1			3758030846					1	63	48	1	1	1					万花/握针完整跳后恢复墨意.lua
631	握针	2	Hot	631	5		4	4	0	1	6	48	0	1	0	1			3758030846					1	63	48	1	1	1					万花/握针完整跳后恢复墨意.lua
631	握针	2	Hot	631	5		5	5	0	1	6	48	0	1	0	1			3758030846					1	63	48	1	1	1					万花/握针完整跳后恢复墨意.lua
631	握针	2	Hot	631	5		6	6	0	1	6	48	0	1	0	1			3758030846					1	63	48	1	1	1					万花/握针完整跳后恢复墨意.lua
631	握针	2	Hot	631	5		7	7	0	1	6	48	0	1	0	1			3758030846					1	63	48	1	1	1					万花/握针完整跳后恢复墨意.lua
631	握针	2	Hot	631	5		8	8	0	1	6	48	0	1	0	1			3758030846					1	63	48	1	1	1					万花/握针完整跳后恢复墨意.lua
631	握针	2	Hot	631	5		9	9	0	1	6	48	0	1	0	1			3758030846					1	63	48	1	1	1					万花/握针完整跳后恢复墨意.lua
631	握针	2	Hot	631	5		10	9	0	1	6	48	0	1	0	1			3758030846					1	63	48	1	1	1					万花/握针完整跳后恢复墨意.lua
631	握针	2	Hot	631	5		11	9	0	1	6	48	0	1	0	1			3758030846					1	63	48	1	1	1					万花/握针完整跳后恢复墨意.lua
631	握针	2	Hot	631	5		12	9	0	1	6	48	0	1	0	1			3758030846					1	63	48	1	1	1					万花/握针完整跳后恢复墨意.lua
631	握针	2	Hot	631	5		13	9	0	1	6	48	0	1	0	1			3758030846					1	63	48	1	1	1					万花/握针完整跳后恢复墨意.lua
631	握针	2	Hot	631	5		14	9	0	1	6	48	0	1	0	1			3758030846					1	63	48	1	1	1					万花/握针完整跳后恢复墨意.lua
631	握针	2	Hot	631	5		15	9	0	1	6	48	0	1	0	1			3758030846					1	63	48	1	1	1					万花/握针完整跳后恢复墨意.lua
