203 | 婢垛晝鐡?閸熺顩ч搹?閸岃尪顢呴幋妯诲壈 | 1 |  |  |  | 3758030846 | 63 | 5 | 32 | 1 | 0 | 2 | 1 | 0 | 0 | 0 |  |  |  |  |  |  | 32 | 32 | 1 | 婢垛晝鐡閾忓骸濮為幎銈囨禈.lua
203 | 婢垛晝鐡?閸熺顩ч搹?閸岃尪顢呴幋妯诲壈 | 1 |  |  |  | 3758030846 | 63 | 5 | 32 | 1 | 0 | 3 | 1 | 0 | 0 | 0 |  |  |  |  |  |  | 32 | 32 | 1 | 婢垛晝鐡閾忓骸濮為幎銈囨禈.lua
203 | 婢垛晝鐡?閸熺顩ч搹?閸岃尪顢呴幋妯诲壈 | 1 |  |  |  | 3758030846 | 63 | 5 | 32 | 1 | 0 | 4 | 1 | 0 | 0 | 0 |  |  |  |  |  |  | 32 | 32 | 1 | 婢垛晝鐡閾忓骸濮為幎銈囨禈.lua
203 | 婢垛晝鐡?閸熺顩ч搹?閸岃尪顢呴幋妯诲壈 | 1 |  |  |  | 3758030846 | 63 | 5 | 32 | 1 | 0 | 5 | 1 | 0 | 0 | 0 |  |  |  |  |  |  | 32 | 32 | 1 | 婢垛晝鐡閾忓骸濮為幎銈囨禈.lua
203 | 婢垛晝鐡?閸熺顩ч搹?閸岃尪顢呴幋妯诲壈 | 1 |  |  |  | 3758030846 | 63 | 5 | 32 | 1 | 0 | 6 | 1 | 0 | 0 | 0 |  |  |  |  |  |  | 32 | 32 | 1 | 婢垛晝鐡閾忓骸濮為幎銈囨禈.lua
203 | 婢垛晝鐡?閸熺顩ч搹?閸岃尪顢呴幋妯诲壈 | 1 |  |  |  | 3758030846 | 63 | 1 | 160 | 1 | 0 | 7 | 1 | 0 | 0 | 0 |  |  |  |  |  |  | 160 | 160 | 1 | 
208 | 閹佃埖鎲為惄缈犵瑐 | 11 |  |  |  | 1610547150 | 60 | 1 | 16 | 1 | 0 | 1 | 1 | 1 | 0 | 0 |  |  |  |  |  |  | 16 | 16 | 1 | 濮圭喐绠?妞诡兛绗傞幍鑸垫啚閸滃矂鈹堟稉瀣閹藉洨娴夋禍鎺曟祮閹?lua
208 | 閹佃埖鎲為惄缈犵瑐 | 11 |  |  |  | 1610547150 | 60 | 1 | 16 | 1 | 0 | 2 | 1 | 1 | 0 | 0 |  |  |  |  |  |  | 16 | 16 | 1 | 濮圭喐绠?妞诡兛绗傞幍鑸垫啚閸滃矂鈹堟稉瀣閹藉洨娴夋禍鎺曟祮閹?lua
208 | 閹佃埖鎲為惄缈犵瑐 | 11 |  |  |  | 1610547150 | 60 | 1 | 16 | 1 | 0 | 3 | 1 | 1 | 0 | 0 |  |  |  |  |  |  | 16 | 16 | 1 | 濮圭喐绠?妞诡兛绗傞幍鑸垫啚閸滃矂鈹堟稉瀣閹藉洨娴夋禍鎺曟祮閹?lua
208 | 閹佃埖鎲為惄缈犵瑐 | 11 |  |  |  | 1610547150 | 60 | 1 | 16 | 1 | 0 | 4 | 1 | 1 | 0 | 0 |  |  |  |  |  |  | 16 | 16 | 1 | 濮圭喐绠?妞诡兛绗傞幍鑸垫啚閸滃矂鈹堟稉瀣閹藉洨娴夋禍鎺曟祮閹?lua
208 | 閹佃埖鎲為惄缈犵瑐 | 11 |  |  |  | 1610547150 | 60 | 1 | 16 | 1 | 0 | 5 | 1 | 1 | 0 | 0 |  |  |  |  |  |  | 16 | 16 | 1 | 濮圭喐绠?妞诡兛绗傞幍鑸垫啚閸滃矂鈹堟稉瀣閹藉洨娴夋禍鎺曟祮閹?lua
208 | 閹佃埖鎲為惄缈犵瑐 | 11 |  |  |  | 1610547150 | 60 | 1 | 16 | 1 | 0 | 6 | 1 | 1 | 0 | 0 |  |  |  |  |  |  | 16 | 16 | 1 | 濮圭喐绠?妞诡兛绗傞幍鑸垫啚閸滃矂鈹堟稉瀣閹藉洨娴夋禍鎺曟祮閹?lua
208 | 閹佃埖鎲為惄缈犵瑐 | 11 |  |  |  | 1610547150 | 60 | 1 | 16 | 1 | 0 | 7 | 1 | 1 | 0 | 0 |  |  |  |  |  |  | 16 | 16 | 1 | 濮圭喐绠?妞诡兛绗傞幍鑸垫啚閸滃矂鈹堟稉瀣閹藉洨娴夋禍鎺曟祮閹?lua
208 | 閹佃埖鎲為惄缈犵瑐 | 11 |  |  |  | 1610547150 | 60 | 1 | 16 | 1 | 0 | 8 | 1 | 1 | 0 | 0 |  |  |  |  |  |  | 16 | 16 | 1 | 濮圭喐绠?妞诡兛绗傞幍鑸垫啚閸滃矂鈹堟稉瀣閹藉洨娴夋禍鎺曟祮閹?lua
208 | 閹佃埖鎲為惄缈犵瑐 | 11 |  |  |  | 1610547150 | 60 | 1 | 16 | 1 | 0 | 9 | 1 | 1 | 0 | 0 |  |  |  |  |  |  | 16 | 16 | 1 | 濮圭喐绠?妞诡兛绗傞幍鑸垫啚閸滃矂鈹堟稉瀣閹藉洨娴夋禍鎺曟祮閹?lua
208 | 閹佃埖鎲為惄缈犵瑐 | 11 |  |  |  | 1610547150 | 60 | 1 | 16 | 1 | 0 | 10 | 1 | 1 | 0 | 0 |  |  |  |  |  |  | 16 | 16 | 1 | 濮圭喐绠?妞诡兛绗傞幍鑸垫啚閸滃矂鈹堟稉瀣閹藉洨娴夋禍鎺曟祮閹?lua
208 | 閹佃埖鎲為惄缈犵瑐 | 11 |  |  |  | 1610547150 | 60 | 1 | 16 | 1 | 0 | 11 | 1 | 1 | 0 | 0 |  |  |  |  |  |  | 16 | 16 | 1 | 濮圭喐绠?妞诡兛绗傞幍鑸垫啚閸滃矂鈹堟稉瀣閹藉洨娴夋禍鎺曟祮閹?lua
208 | 閽樺繐澧ゆ搴℃簚閹佃埖鎲為惄缈犵瑐 | 11 |  |  |  | 1610547150 | 60 | 1 | 16 | 1 | 0 | 12 | 1 | 1 | 0 | 0 |  |  |  |  |  |  | 16 | 16 | 1 | 
244 | 妤犳垳绠?| 11 |  |  |  | 3619840030 | 59 | 1 | 0 | 1 | 0 | 100 | 1 | 1 | 0 | 0 |  |  |  |  | 1 |  | 0 | 0 | 1 | 
244 | 妤犳垳绠?| 11 |  |  |  | 3619840254 | 59 | 1 | 0 | 1 | 0 | 100 | 1 | 1 | 0 | 0 |  |  |  |  | 1 |  | 0 | 0 | 1 | 
244 | 妤犳垳绠?| 11 |  |  |  | 1073897664 | 56 | 1 | 0 | 1 | 0 | 100 | 1 | 1 | 0 | 0 |  |  |  |  | 1 |  | 0 | 0 | 1 | 
244 | 妤犳垳绠?| 11 |  |  |  | 3619840030 | 59 | 9999999 | 8 | 1 | 0 | 100 | 1 | 1 | 0 | 0 |  |  |  |  | 9 |  | 8 | 8 | 1 | 
244 | 妤犳垳绠?| 11 |  |  |  | 3619840030 | 59 | 1 | 0 | 1 | 0 | 101 | 1 | 1 | 0 | 0 |  |  |  |  | 1 |  | 0 | 0 | 1 | 
