700	冰心诀-冻逝-免疫定身	lvl=1	atImmunity=4
730	自由行动	lvl=1	atImmunity=2 atImmunity=4 atImmunity=8 atImmunity=11 atImmunity=6 atImmunity=7 atKnockedDownRate=-1024
763	免疫沉默	lvl=1	atImmunity=5
855	天策-力拔	lvl=1	atImmunity=2 atImmunity=3 atImmunity=4 atImmunity=6 atImmunity=8 atImmunity=11 atImmunity=7 atKnockedDownRate=-1024
1903	藏剑_啸日_免疫控制	lvl=1	atImmunity=2 atImmunity=3 atImmunity=4 atImmunity=7 atImmunity=8 atImmunity=11 atKnockedDownRate=-1024 atKnockedBackRate=-1024 atRepulsedRate=-1024 atPullRate=-1024
2756	天策_任驰骋免控	lvl=1	atImmunity=2 atImmunity=3 atImmunity=4 atImmunity=6 atImmunity=8 atImmunity=11 atImmunity=7 atKnockedDownRate=-1024 atKnockedBackRate=-1024 atRepulsedRate=-1024
2756	天策_任驰骋免控	lvl=2	atImmunity=2 atImmunity=3 atImmunity=4 atImmunity=6 atImmunity=8 atImmunity=11 atImmunity=7 atKnockedDownRate=-1024 atKnockedBackRate=-1024 atRepulsedRate=-1024 atPullRate=-1024
3743	测试免疫	lvl=1	atImmunity=2 atImmunity=3 atImmunity=4 atImmunity=7 atImmunity=8 atImmunity=11 atKnockedDownRate=-1024 atImmunity=5
4245	明教_朝圣言_自身减伤免控	lvl=1	atImmunity=2 atImmunity=4 atImmunity=7 atImmunity=8 atKnockedDownRate=-1024 atPullRate=-1024 atRepulsedRate=-1024 atImmunity=5
4344	NPC通用_免疫嘲讽	lvl=1	atImmunity=9
5950	五毒_蛊虫献祭通用免控	lvl=1	atImmunity=2 atImmunity=3 atImmunity=4 atImmunity=7 atImmunity=8 atImmunity=11 atKnockedDownRate=-1024
5995	丐帮_笑醉狂_免控	lvl=1	atImmunity=2 atImmunity=3 atImmunity=4 atImmunity=7 atImmunity=8 atImmunity=11 atKnockedDownRate=-1024 atKnockedBackRate=-1024 atRepulsedRate=-1024 atPullRate=-1024
