# MapBanMask=8 samples
   1575	云屏红烛_凤卜	Useage=0	FT=	MS=1409286158	MS2=60	MapBan=8	MapInv=	A1=atMaxJumpCount:-2
   1575	云屏红烛_鸾俦	Useage=0	FT=	MS=1409286158	MS2=60	MapBan=8	MapInv=	A1=atMaxJumpCount:-2
   1575	万象江湖	Useage=0	FT=	MS=1409286158	MS2=60	MapBan=8	MapInv=	A1=atMaxJumpCount:-2
  14420	梵音	Useage=219	FT=	MS=3758030846	MS2=63	MapBan=8	MapInv=	A1=atVitalityBase:15
  14420	飘蓬	Useage=219	FT=	MS=3758030846	MS2=63	MapBan=8	MapInv=	A1=atVitalityBase:15
  14420	坚韧	Useage=219	FT=	MS=3758030846	MS2=63	MapBan=8	MapInv=	A1=atVitalityBase:15
  14420	心清	Useage=219	FT=	MS=3758030846	MS2=63	MapBan=8	MapInv=	A1=atVitalityBase:15
  14420	柔荑	Useage=219	FT=	MS=3758030846	MS2=63	MapBan=8	MapInv=	A1=atVitalityBase:15
  14420	剑气	Useage=219	FT=	MS=3758030846	MS2=63	MapBan=8	MapInv=	A1=atVitalityBase:14
  14420	淮左风流	Useage=219	FT=	MS=3758030846	MS2=63	MapBan=8	MapInv=	A1=atToughnessBase:20
  14420	归雁何处	Useage=219	FT=	MS=3758030846	MS2=63	MapBan=8	MapInv=	A1=atToughnessBase:20
  14420	往来年少	Useage=219	FT=	MS=3758030846	MS2=63	MapBan=8	MapInv=	A1=atToughnessBase:20
  14420	日出	Useage=219	FT=	MS=3758030846	MS2=63	MapBan=8	MapInv=	A1=atVitalityBase:14
  14420	书香	Useage=219	FT=	MS=3758030846	MS2=63	MapBan=8	MapInv=	A1=atSurplusValueBase:32
