# Coexist=1 samples
  28433	事件奖励CD_445	Useage=320	FT=	MS=4294967295	MS2=63	MapBan=0	MapInv=0	A1=:
  28433	事件奖励CD_449	Useage=320	FT=	MS=4294967295	MS2=63	MapBan=0	MapInv=0	A1=:
  28433	事件奖励CD	Useage=320	FT=	MS=4294967295	MS2=63	MapBan=0	MapInv=0	A1=:
  28736	治疗全能转治疗量计数1	Useage=39	FT=	MS=4294967295	MS2=63	MapBan=0	MapInv=0	A1=:
  28736	治疗全能转治疗量计数100	Useage=39	FT=	MS=4294967295	MS2=63	MapBan=0	MapInv=0	A1=:
  28736	治疗全能转治疗量计数10000	Useage=39	FT=	MS=4294967295	MS2=63	MapBan=0	MapInv=0	A1=:
  28737	治疗全能转治疗量效果1	Useage=39	FT=	MS=4294967295	MS2=63	MapBan=0	MapInv=0	A1=atTherapyPowerBase:1
  28737	治疗全能转治疗量效果100	Useage=39	FT=	MS=4294967295	MS2=63	MapBan=0	MapInv=0	A1=atTherapyPowerBase:100
  28737	治疗全能转治疗量效果10000	Useage=39	FT=	MS=4294967295	MS2=63	MapBan=0	MapInv=0	A1=atTherapyPowerBase:10000
  29707	短歌万劫_伤害延迟	Useage=290	FT=	MS=3758030846	MS2=63	MapBan=0	MapInv=0	A1=:
  30537	事件奖励CD_追击铁煞拳	Useage=320	FT=	MS=4294967295	MS2=63	MapBan=0	MapInv=0	A1=:
  30537	事件奖励CD_劫破冰阵	Useage=320	FT=	MS=4294967295	MS2=63	MapBan=0	MapInv=0	A1=:
